#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1         1.2         1.2           0
           2         1.2         1.2           0
           3         1.2         1.2 1.92373e-08
           4         1.2         1.2 3.24763e-08
           5         1.2         1.2 4.80548e-08
           6         1.2         1.2 6.60824e-08
           7         1.2         1.2 8.57857e-08
           8         1.2         1.2 1.07712e-07
           9         1.2         1.2 1.30663e-07
          10         1.2         1.2 1.55287e-07
          11         1.2         1.2 1.81058e-07
          12         1.2         1.2 2.08083e-07
          13         1.2         1.2  2.3626e-07
          14         1.2         1.2 2.65636e-07
          15         1.2         1.2  2.9613e-07
          16         1.2         1.2 3.27699e-07
          17         1.2         1.2 3.60266e-07
          18     1.20001         1.2 3.93825e-07
          19     1.20001         1.2 4.28358e-07
          20     1.20001         1.2 4.63855e-07
          21     1.20001         1.2 5.00255e-07
          22     1.20001         1.2 5.37551e-07
          23     1.20001         1.2 5.75721e-07
          24     1.20001         1.2 6.14767e-07
          25     1.20001         1.2 6.54648e-07
          26     1.20001         1.2 6.95343e-07
          27     1.20001         1.2 7.36828e-07
          28     1.20001         1.2 7.79121e-07
          29     1.20001         1.2 8.22185e-07
          30     1.20002     1.20001 8.66004e-07
          31     1.20002     1.20001 9.10585e-07
          32     1.20002     1.20001 9.55884e-07
          33     1.20002     1.20001 1.00191e-06
          34     1.20002     1.20001 1.04865e-06
          35     1.20002     1.20001 1.09609e-06
          36     1.20002     1.20001 1.14421e-06
          37     1.20002     1.20001 1.19302e-06
          38     1.20002     1.20001  1.2425e-06
          39     1.20003     1.20001 1.29264e-06
          40     1.20003     1.20001 1.34343e-06
          41     1.20003     1.20001 1.39487e-06
          42     1.20003     1.20001 1.44695e-06
          43     1.20003     1.20001 1.49965e-06
          44     1.20003     1.20001 1.55298e-06
          45     1.20004     1.20001 1.60692e-06
          46     1.20004     1.20001 1.66146e-06
          47     1.20004     1.20001 1.71661e-06
          48     1.20004     1.20001 1.77235e-06
          49     1.20004     1.20001 1.82868e-06
          50     1.20004     1.20001 1.88559e-06
          51     1.20005     1.20002 1.94308e-06
          52     1.20005     1.20002 2.00114e-06
          53     1.20005     1.20002 2.05976e-06
