#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         633     1.45097     1.36788   0.0156884
         634     1.45134     1.36801   0.0156642
         635     1.45172     1.36814   0.0156401
         636      1.4521     1.36827   0.0156161
         637     1.45248     1.36841   0.0155921
         638     1.45287     1.36854   0.0155683
         639     1.45325     1.36867   0.0155445
         640     1.45364      1.3688   0.0155207
         641     1.45403     1.36894   0.0154971
         642     1.45443     1.36907   0.0154735
         643     1.45483      1.3692     0.01545
         644     1.45524     1.36934   0.0154266
         645     1.45565     1.36947   0.0154033
         646     1.45607     1.36961     0.01538
         647     1.45649     1.36974   0.0153568
         648     1.45692     1.36987   0.0153337
         649     1.45735     1.37001   0.0153107
         650     1.45778     1.37014   0.0152877
         651     1.45822     1.37028   0.0152649
         652     1.45866     1.37042    0.015242
         653      1.4591     1.37055   0.0152193
         654     1.45955     1.37069   0.0151966
         655        1.46     1.37082   0.0151741
         656     1.46045     1.37096   0.0151515
         657      1.4609      1.3711   0.0151291
         658     1.46136     1.37123   0.0151067
         659     1.46181     1.37137   0.0150844
         660     1.46227     1.37151   0.0150622
         661     1.46272     1.37165     0.01504
         662     1.46317     1.37179    0.015018
         663     1.46363     1.37192   0.0149959
         664     1.46408     1.37206    0.014974
         665     1.46452      1.3722   0.0149521
         666     1.46497     1.37234   0.0149303
         667      1.4654     1.37248   0.0149086
         668     1.46583     1.37262   0.0148869
         669     1.46626     1.37276   0.0148653
         670     1.46668      1.3729   0.0148438
         671     1.46709     1.37304   0.0148224
         672     1.46749     1.37318    0.014801
         673     1.46789     1.37332   0.0147796
         674     1.46827     1.37346   0.0147584
         675     1.46864      1.3736   0.0147372
         676       1.469     1.37375   0.0147161
         677     1.46935     1.37389    0.014695
         678     1.46968     1.37403    0.014674
         679        1.47     1.37417   0.0146531
         680     1.47031     1.37431   0.0146322
         681      1.4706     1.37445   0.0146114
         682     1.47087     1.37459   0.0145907
         683     1.47113     1.37473     0.01457
         684     1.47137     1.37488   0.0145494
         685      1.4716     1.37502   0.0145288
         686     1.47181     1.37516   0.0145083
         687       1.472      1.3753   0.0144879
         688     1.47218     1.37544   0.0144675
         689     1.47234     1.37558   0.0144472
         690     1.47249     1.37572    0.014427
         691     1.47262     1.37586   0.0144068
         692     1.47273       1.376   0.0143866
         693     1.47282     1.37614   0.0143665
         694      1.4729     1.37628   0.0143465
         695     1.47297     1.37642   0.0143265
         696     1.47301     1.37656   0.0143066
         697     1.47304      1.3767   0.0142868
         698     1.47305     1.37683    0.014267
         699     1.47305     1.37697   0.0142472
         700     1.47303     1.37711   0.0142275
         701       1.473     1.37725   0.0142079
         702     1.47295     1.37738   0.0141883
         703     1.47289     1.37752   0.0141688
         704     1.47281     1.37765   0.0141493
         705     1.47271     1.37779   0.0141299
         706      1.4726     1.37792   0.0141105
         707     1.47248     1.37806   0.0140912
         708     1.47235     1.37819   0.0140719
         709     1.47219     1.37832   0.0140527
         710     1.47203     1.37845   0.0140335
         711     1.47185     1.37859   0.0140144
         712     1.47165     1.37872   0.0139953
         713     1.47144     1.37885   0.0139763
         714     1.47122     1.37898   0.0139573
         715     1.47098      1.3791   0.0139384
         716     1.47072     1.37923   0.0139195
         717     1.47045     1.37936   0.0139007
         718     1.47016     1.37949   0.0138819
         719     1.46985     1.37961   0.0138631
         720     1.46952     1.37974   0.0138445
         721     1.46918     1.37986   0.0138258
         722     1.46881     1.37998   0.0138072
         723     1.46843     1.38011   0.0137887
         724     1.46802     1.38023   0.0137701
         725      1.4676     1.38035   0.0137517
         726     1.46715     1.38047   0.0137333
         727     1.46668     1.38059   0.0137149
         728     1.46619      1.3807   0.0136965
